THE SUICIDE SQUAD:Los supervillanos Harley Quinn, Bloodsport, Peacemaker y muchos más que residen en la prisión Belle Reve, se unen al Task Force X para cumplir una misión imposible cuando son llevados a la remota isla de Corto Maltese.:James Gunn:Margot, Robbie, Idris Elba, John Cena, Jai Courtney :Warner:132 min:01/11/2021:01/12/2021:THE SUICIDE SQUAD.jpg:Español Inglés:C:Acción Aventura:s1:"09:00:00,13:00:00":s2:"17:00:00,21:00:00"
"Escape Room 2: Reto Mortal":Seis personas se encuentran repentinamente atrapadas en distintas habitaciones y lentamente notan qué tienen en común para sobrevivir.:Adam Robitel:Logan Miller, Taylor Russell, Indya Moore, Holland Roden: Columbia Pictures:88 min:25/9/21:25/10/21:"Escape Room 2: Reto Mortal.jpg":Español Subtitulado:B:Terror Suspenso:s3:"09:00:00,13:00:00":s1:"17:00:00,21:00:00"
Un Rescate de Huevitos:Toto y Di, amorosa pareja y padres de familia, deben lidiar con sus nuevas responsabilidades hacia sus hijos, Uly y Max cuando un malévolo coleccionista los ha secuestrado y se los ha llevado a África, donde pretende venderlos en un importante evento de alimentos gourmet.:Gabriel Riva Palacio Alatriste, Rodolfo Sealtiel Riva Palacio Alatriste:Bruno Bichir, Maité Perroni, Angélica Vale, Carlos Espejel:Huevocartoon, Huevocartoon Producciones:89 min:22/10/21:22/11/21:Un Rescate de Huevitos.jpg:Español:A:Comedia Animación:s4:"08:00:00,11:00:00":s3:"14:00:00,17:00:00"
Asalto a la Casa de Moneda:Un grupo de ladrones recluta a un ingeniero para asaltar el Banco de España el mismo día en que la selección nacional de fútbol disputa la final de la Copa del Mundo.:Jaume Balagueró:Freddie Highmore, Liam Cunningham, Astrid Bergès-Frisbey, Famke Janssen:zima entertainment:118 min:15/08/21:15/09/21:Asalto a la Casa de Moneda.jpg:Español Subtitulado:B15:Acción Suspenso:s2:"10:00:00,13:00:00":s4:"16:00:00,19:00:00"
"Ainbo: La Guerrera del Amazonas":Ainbo es una joven nacida y criada en las profundidades de la selva amazónica que contará con la ayuda de sus divertidos amigos para salvar a su aldea de una catástrofe ecológica.:Jose Zelada::Cinema Management Group:85 min:01/08/2021:01/09/2021:"Ainbo: La Guerrera del Amazonas.jpg":Español:A:Aventura Animación Familiar:s1:"08:00:00,11:00:00":s2:"14:00:00,17:00:00"
Noche de Fuego:Una niña desaparece sin dejar rastro en un pueblo de la montaña. Tres amigas crecen juntas, habitan las casas de los que han huido y juegan a ser mujeres cuando nadie las ve, pero los ecos oscuros de la violencia que acecha se convierten en una amenaza ineludible.:Tatiana Huezo:Olivia Lagunas, Norma Pablo, Mayra Batalla: Pimienta Films:111 min:10/09/2021:10/10/2021:Noche de Fuego.jpg:Español Inglés:B:Drama:s5:"09:00:00,13:00:00":s5:"17:00:00,21:00:00"
